"","Effects","Est","95% CI","test_stat","P","Sig"
"1","(Intercept)",-2.882,"-5.089--0.674",c(-2.559, 2.284, -0.395, 0.444, -1.662),"0.011","*"
"2","trap_typeMLT",12.1,"1.425-102.746",c(-2.559, 2.284, -0.395, 0.444, -1.662),"0.022","*"
"3","pot_lightyes",0.745,"0.173-3.215",c(-2.559, 2.284, -0.395, 0.444, -1.662),"0.693",""
"4","lf_num_surv",1.035,"0.890-1.202",c(-2.559, 2.284, -0.395, 0.444, -1.662),"0.657",""
"5","site_rel",0.275,"0.060-1.261",c(-2.559, 2.284, -0.395, 0.444, -1.662),"0.097","."
